sample_index,image_path,defect_type,label,image_score,feature_score,ae_score,image_h,image_w,mask_positive_pixels,feature_weight,ae_weight
31,data/mvtec_ad/metal_nut/test/color/006.png,color,1,0.9383678436279296,0.8757033944129944,0.0211033038794994,700,700,3820,0.5,0.5
54,data/mvtec_ad/metal_nut/test/flip/007.png,flip,1,0.9382710456848145,0.8990731835365295,0.022267747670412,700,700,237959,0.5,0.5
0,data/mvtec_ad/metal_nut/test/bent/000.png,bent,1,0.9368534088134766,0.8944582343101501,0.0216065775603055,700,700,23025,0.5,0.5
50,data/mvtec_ad/metal_nut/test/flip/003.png,flip,1,0.9344121813774108,0.9170107245445251,0.0211424231529235,700,700,238487,0.5,0.5
10,data/mvtec_ad/metal_nut/test/bent/010.png,bent,1,0.934011697769165,0.8976844549179077,0.019483458250761,700,700,14140,0.5,0.5
59,data/mvtec_ad/metal_nut/test/flip/012.png,flip,1,0.9322831630706788,0.8796605467796326,0.0208537206053733,700,700,234723,0.5,0.5
28,data/mvtec_ad/metal_nut/test/color/003.png,color,1,0.930617094039917,0.8564083576202393,0.0192768312990665,700,700,2367,0.5,0.5
68,data/mvtec_ad/metal_nut/test/flip/021.png,flip,1,0.9294077157974244,0.9118204116821288,0.0196413621306419,700,700,236046,0.5,0.5
89,data/mvtec_ad/metal_nut/test/good/019.png,good,0,0.9270914793014526,0.6419549584388733,0.0185844805091619,700,700,0,0.5,0.5
32,data/mvtec_ad/metal_nut/test/color/007.png,color,1,0.9265941381454468,0.894917905330658,0.0212949551641941,700,700,6865,0.5,0.5
52,data/mvtec_ad/metal_nut/test/flip/005.png,flip,1,0.9228639006614684,0.8944434523582458,0.0208802744746208,700,700,235361,0.5,0.5
99,data/mvtec_ad/metal_nut/test/scratch/007.png,scratch,1,0.9143791794776917,0.8602800965309143,0.0218609310686588,700,700,27302,0.5,0.5
26,data/mvtec_ad/metal_nut/test/color/001.png,color,1,0.908920407295227,0.8536186218261719,0.0202715061604976,700,700,2771,0.5,0.5
77,data/mvtec_ad/metal_nut/test/good/007.png,good,0,0.9037163853645324,0.6855303645133972,0.0227582473307847,700,700,0,0.5,0.5
84,data/mvtec_ad/metal_nut/test/good/014.png,good,0,0.8985612392425537,0.6566016674041748,0.0225683525204658,700,700,0,0.5,0.5
96,data/mvtec_ad/metal_nut/test/scratch/004.png,scratch,1,0.8973194360733032,0.8598774075508118,0.0192387849092483,700,700,20249,0.5,0.5
64,data/mvtec_ad/metal_nut/test/flip/017.png,flip,1,0.8967314958572388,0.8651626706123352,0.0183043591678142,700,700,238751,0.5,0.5
60,data/mvtec_ad/metal_nut/test/flip/013.png,flip,1,0.8953946828842163,0.8885109424591064,0.0199605319648981,700,700,234720,0.5,0.5
70,data/mvtec_ad/metal_nut/test/good/000.png,good,0,0.8890291452407837,0.6570588946342468,0.0222869180142879,700,700,0,0.5,0.5
62,data/mvtec_ad/metal_nut/test/flip/015.png,flip,1,0.8890262842178345,0.8880361914634705,0.0214961040765047,700,700,235892,0.5,0.5
57,data/mvtec_ad/metal_nut/test/flip/010.png,flip,1,0.8887638449668884,0.9427981972694396,0.0215447582304477,700,700,236323,0.5,0.5
81,data/mvtec_ad/metal_nut/test/good/011.png,good,0,0.8853214979171753,0.6930567622184753,0.0222983118146657,700,700,0,0.5,0.5
23,data/mvtec_ad/metal_nut/test/bent/023.png,bent,1,0.8850067257881165,0.8625509142875671,0.0206806994974613,700,700,10494,0.5,0.5
14,data/mvtec_ad/metal_nut/test/bent/014.png,bent,1,0.8825894594192505,0.8854659795761108,0.0221699737012386,700,700,5223,0.5,0.5
76,data/mvtec_ad/metal_nut/test/good/006.png,good,0,0.8790571689605713,0.6812338829040527,0.0224384553730487,700,700,0,0.5,0.5
75,data/mvtec_ad/metal_nut/test/good/005.png,good,0,0.8775986433029175,0.6767386198043823,0.0212755892425775,700,700,0,0.5,0.5
114,data/mvtec_ad/metal_nut/test/scratch/022.png,scratch,1,0.8761379718780518,0.7735241651535034,0.0199979841709136,700,700,36121,0.5,0.5
7,data/mvtec_ad/metal_nut/test/bent/007.png,bent,1,0.8702877759933472,0.8639761805534363,0.0217909216880798,700,700,3458,0.5,0.5
86,data/mvtec_ad/metal_nut/test/good/016.png,good,0,0.8693945407867432,0.7194311022758484,0.0177920758724212,700,700,0,0.5,0.5
104,data/mvtec_ad/metal_nut/test/scratch/012.png,scratch,1,0.8663698434829712,0.8598551154136658,0.018684584647417,700,700,60275,0.5,0.5
66,data/mvtec_ad/metal_nut/test/flip/019.png,flip,1,0.8661816120147705,0.9202049374580384,0.021050626412034,700,700,236666,0.5,0.5
95,data/mvtec_ad/metal_nut/test/scratch/003.png,scratch,1,0.8638879656791687,0.7606383562088013,0.0200942121446132,700,700,21564,0.5,0.5
90,data/mvtec_ad/metal_nut/test/good/020.png,good,0,0.8590797185897827,0.629814088344574,0.0185794569551944,700,700,0,0.5,0.5
38,data/mvtec_ad/metal_nut/test/color/013.png,color,1,0.8566184639930725,0.8903812766075134,0.0189800225198268,700,700,11259,0.5,0.5
79,data/mvtec_ad/metal_nut/test/good/009.png,good,0,0.8530561923980713,0.6612314581871033,0.0238208211958408,700,700,0,0.5,0.5
73,data/mvtec_ad/metal_nut/test/good/003.png,good,0,0.847160816192627,0.6550517082214355,0.0206741616129875,700,700,0,0.5,0.5
82,data/mvtec_ad/metal_nut/test/good/012.png,good,0,0.8470194339752197,0.7450408935546875,0.0235316921025514,700,700,0,0.5,0.5
83,data/mvtec_ad/metal_nut/test/good/013.png,good,0,0.8468905687332153,0.7235671877861023,0.0249544121325016,700,700,0,0.5,0.5
107,data/mvtec_ad/metal_nut/test/scratch/015.png,scratch,1,0.8449269533157349,0.9066784977912904,0.0194795280694961,700,700,16077,0.5,0.5
65,data/mvtec_ad/metal_nut/test/flip/018.png,flip,1,0.8407065868377686,0.9067167043685912,0.0186847448348999,700,700,235196,0.5,0.5
113,data/mvtec_ad/metal_nut/test/scratch/021.png,scratch,1,0.8394129276275635,0.7499187588691711,0.0202095545828342,700,700,33969,0.5,0.5
19,data/mvtec_ad/metal_nut/test/bent/019.png,bent,1,0.8354865312576294,0.8733521699905396,0.0214687660336494,700,700,13930,0.5,0.5
63,data/mvtec_ad/metal_nut/test/flip/016.png,flip,1,0.8318223357200623,0.921092927455902,0.0193481054157018,700,700,238493,0.5,0.5
110,data/mvtec_ad/metal_nut/test/scratch/018.png,scratch,1,0.8313661813735962,0.9260292053222656,0.0182195696979761,700,700,19395,0.5,0.5
78,data/mvtec_ad/metal_nut/test/good/008.png,good,0,0.8306798934936523,0.7256045341491699,0.0227256584912538,700,700,0,0.5,0.5
98,data/mvtec_ad/metal_nut/test/scratch/006.png,scratch,1,0.8299894332885742,0.7887468934059143,0.020170385017991,700,700,14713,0.5,0.5
34,data/mvtec_ad/metal_nut/test/color/009.png,color,1,0.8281955718994141,0.8851153254508972,0.0239048656076192,700,700,8684,0.5,0.5
35,data/mvtec_ad/metal_nut/test/color/010.png,color,1,0.8244155645370483,0.8612223267555237,0.0240175556391477,700,700,16025,0.5,0.5
58,data/mvtec_ad/metal_nut/test/flip/011.png,flip,1,0.8217267990112305,0.8750478625297546,0.0191735252737998,700,700,234959,0.5,0.5
49,data/mvtec_ad/metal_nut/test/flip/002.png,flip,1,0.8216073513031006,0.8758446574211121,0.0200392492115497,700,700,236355,0.5,0.5
71,data/mvtec_ad/metal_nut/test/good/001.png,good,0,0.8203953504562378,0.6483710408210754,0.0191874243319034,700,700,0,0.5,0.5
42,data/mvtec_ad/metal_nut/test/color/017.png,color,1,0.8191149234771729,0.7969745993614197,0.0221585892140865,700,700,16277,0.5,0.5
69,data/mvtec_ad/metal_nut/test/flip/022.png,flip,1,0.8183684349060059,0.8873481154441833,0.0188505388796329,700,700,235963,0.5,0.5
88,data/mvtec_ad/metal_nut/test/good/018.png,good,0,0.8138939142227173,0.6397424340248108,0.0195595752447843,700,700,0,0.5,0.5
109,data/mvtec_ad/metal_nut/test/scratch/017.png,scratch,1,0.8137637376785278,0.8910060524940491,0.0190339311957359,700,700,23344,0.5,0.5
36,data/mvtec_ad/metal_nut/test/color/011.png,color,1,0.8134706020355225,0.9243714809417723,0.0201427899301052,700,700,22001,0.5,0.5
1,data/mvtec_ad/metal_nut/test/bent/001.png,bent,1,0.8129256963729858,0.866180956363678,0.0200333259999752,700,700,8413,0.5,0.5
21,data/mvtec_ad/metal_nut/test/bent/021.png,bent,1,0.8064287900924683,0.8446700572967529,0.018875615671277,700,700,9838,0.5,0.5
37,data/mvtec_ad/metal_nut/test/color/012.png,color,1,0.8052693009376526,0.8797636032104492,0.0208295155316591,700,700,32188,0.5,0.5
17,data/mvtec_ad/metal_nut/test/bent/017.png,bent,1,0.8029045462608337,0.8741009831428528,0.0189767554402351,700,700,9041,0.5,0.5
6,data/mvtec_ad/metal_nut/test/bent/006.png,bent,1,0.7992819547653198,0.8648735284805298,0.0207388885319232,700,700,6810,0.5,0.5
39,data/mvtec_ad/metal_nut/test/color/014.png,color,1,0.7986540794372559,0.8826924562454224,0.0193291790783405,700,700,5992,0.5,0.5
72,data/mvtec_ad/metal_nut/test/good/002.png,good,0,0.7969353199005127,0.6913440227508545,0.0196586865931749,700,700,0,0.5,0.5
97,data/mvtec_ad/metal_nut/test/scratch/005.png,scratch,1,0.7968443632125854,0.8389565944671631,0.0209158863872289,700,700,14411,0.5,0.5
85,data/mvtec_ad/metal_nut/test/good/015.png,good,0,0.7943471670150757,0.7129673957824707,0.0211151912808418,700,700,0,0.5,0.5
8,data/mvtec_ad/metal_nut/test/bent/008.png,bent,1,0.7933224439620972,0.9024289846420288,0.0209859833121299,700,700,9843,0.5,0.5
9,data/mvtec_ad/metal_nut/test/bent/009.png,bent,1,0.7869696617126465,0.8930290937423706,0.0193677451461553,700,700,8317,0.5,0.5
101,data/mvtec_ad/metal_nut/test/scratch/009.png,scratch,1,0.7867157459259033,0.8576479554176331,0.0179903022944927,700,700,43222,0.5,0.5
87,data/mvtec_ad/metal_nut/test/good/017.png,good,0,0.7862505912780762,0.662560760974884,0.0195342376828193,700,700,0,0.5,0.5
103,data/mvtec_ad/metal_nut/test/scratch/011.png,scratch,1,0.7862362861633301,0.8752384781837463,0.0203216820955276,700,700,28948,0.5,0.5
12,data/mvtec_ad/metal_nut/test/bent/012.png,bent,1,0.7833844423294067,0.8711896538734436,0.0208699833601713,700,700,11750,0.5,0.5
111,data/mvtec_ad/metal_nut/test/scratch/019.png,scratch,1,0.783247172832489,0.7810348868370056,0.0224616825580596,700,700,27262,0.5,0.5
93,data/mvtec_ad/metal_nut/test/scratch/001.png,scratch,1,0.780389130115509,0.8149561882019043,0.0206516422331333,700,700,34888,0.5,0.5
4,data/mvtec_ad/metal_nut/test/bent/004.png,bent,1,0.7790654897689819,0.8936416506767273,0.020726665854454,700,700,7685,0.5,0.5
13,data/mvtec_ad/metal_nut/test/bent/013.png,bent,1,0.7760807275772095,0.8856602311134338,0.0205645151436328,700,700,12146,0.5,0.5
105,data/mvtec_ad/metal_nut/test/scratch/013.png,scratch,1,0.7741128206253052,0.8616662621498108,0.0193235706537961,700,700,21399,0.5,0.5
46,data/mvtec_ad/metal_nut/test/color/021.png,color,1,0.7737627029418945,0.8819504976272583,0.0188736096024513,700,700,13743,0.5,0.5
22,data/mvtec_ad/metal_nut/test/bent/022.png,bent,1,0.7676383256912231,0.8584843277931213,0.0195445828139781,700,700,6818,0.5,0.5
25,data/mvtec_ad/metal_nut/test/color/000.png,color,1,0.7674368023872375,0.8631496429443359,0.0182180479168891,700,700,2135,0.5,0.5
15,data/mvtec_ad/metal_nut/test/bent/015.png,bent,1,0.7640798091888428,0.8311782479286194,0.0205860193818807,700,700,17589,0.5,0.5
91,data/mvtec_ad/metal_nut/test/good/021.png,good,0,0.7627801299095154,0.6436740756034851,0.0185986515134573,700,700,0,0.5,0.5
41,data/mvtec_ad/metal_nut/test/color/016.png,color,1,0.7623656988143921,0.805830717086792,0.0190419591963291,700,700,12301,0.5,0.5
74,data/mvtec_ad/metal_nut/test/good/004.png,good,0,0.7604670524597168,0.6293100714683533,0.0190810170024633,700,700,0,0.5,0.5
106,data/mvtec_ad/metal_nut/test/scratch/014.png,scratch,1,0.7598472833633423,0.8705878257751465,0.0183192081749439,700,700,18253,0.5,0.5
40,data/mvtec_ad/metal_nut/test/color/015.png,color,1,0.7551170587539673,0.8227187991142273,0.0207846574485301,700,700,23333,0.5,0.5
100,data/mvtec_ad/metal_nut/test/scratch/008.png,scratch,1,0.752449631690979,0.9144097566604614,0.0194108486175537,700,700,34572,0.5,0.5
2,data/mvtec_ad/metal_nut/test/bent/002.png,bent,1,0.748751163482666,0.9167701005935668,0.0196497999131679,700,700,4763,0.5,0.5
29,data/mvtec_ad/metal_nut/test/color/004.png,color,1,0.744547963142395,0.8572114706039429,0.0197710283100605,700,700,2212,0.5,0.5
33,data/mvtec_ad/metal_nut/test/color/008.png,color,1,0.7436511516571045,0.8816694617271423,0.0205735862255096,700,700,22563,0.5,0.5
108,data/mvtec_ad/metal_nut/test/scratch/016.png,scratch,1,0.7411044239997864,0.8673211336135864,0.0191704016178846,700,700,27129,0.5,0.5
27,data/mvtec_ad/metal_nut/test/color/002.png,color,1,0.7282869815826416,0.8914521336555481,0.0202183593064546,700,700,5585,0.5,0.5
30,data/mvtec_ad/metal_nut/test/color/005.png,color,1,0.7091637849807739,0.8127298951148987,0.0190857201814651,700,700,5610,0.5,0.5
92,data/mvtec_ad/metal_nut/test/scratch/000.png,scratch,1,0.700944185256958,0.7732086777687073,0.0201492235064506,700,700,9302,0.5,0.5
112,data/mvtec_ad/metal_nut/test/scratch/020.png,scratch,1,0.7004861831665039,0.7641721367835999,0.0204275995492935,700,700,16654,0.5,0.5
45,data/mvtec_ad/metal_nut/test/color/020.png,color,1,0.6961750388145447,0.9580313563346864,0.0201073735952377,700,700,17990,0.5,0.5
43,data/mvtec_ad/metal_nut/test/color/018.png,color,1,0.6900143027305603,0.8372145295143127,0.018707487732172,700,700,9301,0.5,0.5
24,data/mvtec_ad/metal_nut/test/bent/024.png,bent,1,0.6873140335083008,0.9156076908111572,0.0201702751219272,700,700,9177,0.5,0.5
94,data/mvtec_ad/metal_nut/test/scratch/002.png,scratch,1,0.6871408224105835,0.8940134644508362,0.0200482420623302,700,700,57360,0.5,0.5
44,data/mvtec_ad/metal_nut/test/color/019.png,color,1,0.6860642433166504,0.8571590781211853,0.0196251831948757,700,700,11183,0.5,0.5
102,data/mvtec_ad/metal_nut/test/scratch/010.png,scratch,1,0.6816884279251099,0.8391231298446655,0.0193949937820434,700,700,58374,0.5,0.5
