sample_index,image_path,defect_type,label,image_score
83,data/mvtec_ad/metal_nut/test/good/013.png,good,0,0.7235671877861023
86,data/mvtec_ad/metal_nut/test/good/016.png,good,0,0.7194311022758484
85,data/mvtec_ad/metal_nut/test/good/015.png,good,0,0.7129673957824707
81,data/mvtec_ad/metal_nut/test/good/011.png,good,0,0.6930567622184753
72,data/mvtec_ad/metal_nut/test/good/002.png,good,0,0.6913440227508545
77,data/mvtec_ad/metal_nut/test/good/007.png,good,0,0.6855303645133972
76,data/mvtec_ad/metal_nut/test/good/006.png,good,0,0.6812338829040527
75,data/mvtec_ad/metal_nut/test/good/005.png,good,0,0.6767386198043823
80,data/mvtec_ad/metal_nut/test/good/010.png,good,0,0.66289222240448
87,data/mvtec_ad/metal_nut/test/good/017.png,good,0,0.662560760974884
79,data/mvtec_ad/metal_nut/test/good/009.png,good,0,0.6612314581871033
70,data/mvtec_ad/metal_nut/test/good/000.png,good,0,0.6570588946342468
84,data/mvtec_ad/metal_nut/test/good/014.png,good,0,0.6566016674041748
73,data/mvtec_ad/metal_nut/test/good/003.png,good,0,0.6550517082214355
71,data/mvtec_ad/metal_nut/test/good/001.png,good,0,0.6483710408210754
91,data/mvtec_ad/metal_nut/test/good/021.png,good,0,0.6436740756034851
89,data/mvtec_ad/metal_nut/test/good/019.png,good,0,0.6419549584388733
88,data/mvtec_ad/metal_nut/test/good/018.png,good,0,0.6397424340248108
90,data/mvtec_ad/metal_nut/test/good/020.png,good,0,0.629814088344574
74,data/mvtec_ad/metal_nut/test/good/004.png,good,0,0.6293100714683533
