detector_name,category,sample_index,image_path,defect_type,label,image_score,feature_score,ae_score,image_h,image_w,mask_positive_pixels,feature_weight,ae_weight
hybrid,cable,76,data/mvtec_ad/cable/test/good/016.png,good,0,0.8413323163986206,0.7009487152099609,0.0306330770254135,1024,1024,0,0.5,0.5
hybrid,cable,104,data/mvtec_ad/cable/test/good/044.png,good,0,0.8392080068588257,0.6891669034957886,0.0279924012720584,1024,1024,0,0.5,0.5
hybrid,cable,93,data/mvtec_ad/cable/test/good/033.png,good,0,0.8387458324432373,0.7132282257080078,0.0338263139128685,1024,1024,0,0.5,0.5
hybrid,cable,110,data/mvtec_ad/cable/test/good/050.png,good,0,0.8379631638526917,0.725836455821991,0.0306769125163555,1024,1024,0,0.5,0.5
hybrid,cable,105,data/mvtec_ad/cable/test/good/045.png,good,0,0.8352168202400208,0.6798485517501831,0.0284932889044284,1024,1024,0,0.5,0.5
hybrid,cable,79,data/mvtec_ad/cable/test/good/019.png,good,0,0.8347826600074768,0.7328763008117676,0.0310428775846958,1024,1024,0,0.5,0.5
hybrid,cable,46,data/mvtec_ad/cable/test/cut_inner_insulation/010.png,cut_inner_insulation,1,0.8343418836593628,0.9163034558296204,0.0340902209281921,1024,1024,31665,0.5,0.5
hybrid,cable,75,data/mvtec_ad/cable/test/good/015.png,good,0,0.8340606689453125,0.7342111468315125,0.0293589178472757,1024,1024,0,0.5,0.5
hybrid,cable,77,data/mvtec_ad/cable/test/good/017.png,good,0,0.8337008953094482,0.6907314658164978,0.0284331291913986,1024,1024,0,0.5,0.5
hybrid,cable,88,data/mvtec_ad/cable/test/good/028.png,good,0,0.8321101665496826,0.7230969071388245,0.0291326753795146,1024,1024,0,0.5,0.5
hybrid,cable,90,data/mvtec_ad/cable/test/good/030.png,good,0,0.8292992115020752,0.726582944393158,0.0305819660425186,1024,1024,0,0.5,0.5
hybrid,cable,39,data/mvtec_ad/cable/test/cut_inner_insulation/003.png,cut_inner_insulation,1,0.8275026082992554,0.8746175169944763,0.0350440554320812,1024,1024,62868,0.5,0.5
hybrid,cable,98,data/mvtec_ad/cable/test/good/038.png,good,0,0.8265087604522705,0.7502073645591736,0.0325992442667484,1024,1024,0,0.5,0.5
hybrid,cable,91,data/mvtec_ad/cable/test/good/031.png,good,0,0.8239433765411377,0.7163599133491516,0.0317751578986644,1024,1024,0,0.5,0.5
hybrid,cable,32,data/mvtec_ad/cable/test/combined/007.png,combined,1,0.8222917318344116,0.7931554317474365,0.026837658137083,1024,1024,77899,0.5,0.5
hybrid,cable,47,data/mvtec_ad/cable/test/cut_inner_insulation/011.png,cut_inner_insulation,1,0.8202555179595947,0.9225811958312988,0.0350409746170043,1024,1024,56332,0.5,0.5
hybrid,cable,13,data/mvtec_ad/cable/test/cable_swap/000.png,cable_swap,1,0.8202469348907471,0.7464869618415833,0.0361151359975338,1024,1024,67133,0.5,0.5
hybrid,cable,61,data/mvtec_ad/cable/test/good/001.png,good,0,0.819739818572998,0.712469756603241,0.0268981419503688,1024,1024,0,0.5,0.5
hybrid,cable,108,data/mvtec_ad/cable/test/good/048.png,good,0,0.8170857429504395,0.7059141993522644,0.0310671664774417,1024,1024,0,0.5,0.5
hybrid,cable,8,data/mvtec_ad/cable/test/bent_wire/008.png,bent_wire,1,0.8162007331848145,0.8499087691307068,0.02797856554389,1024,1024,19659,0.5,0.5
hybrid,cable,86,data/mvtec_ad/cable/test/good/026.png,good,0,0.8152700662612915,0.697281539440155,0.0270903147757053,1024,1024,0,0.5,0.5
hybrid,cable,113,data/mvtec_ad/cable/test/good/053.png,good,0,0.8143180012702942,0.7119995951652527,0.028878228738904,1024,1024,0,0.5,0.5
hybrid,cable,41,data/mvtec_ad/cable/test/cut_inner_insulation/005.png,cut_inner_insulation,1,0.8133913278579712,0.8388351202011108,0.0342404097318649,1024,1024,27373,0.5,0.5
hybrid,cable,89,data/mvtec_ad/cable/test/good/029.png,good,0,0.8133871555328369,0.6968021392822266,0.0289325546473264,1024,1024,0,0.5,0.5
hybrid,cable,111,data/mvtec_ad/cable/test/good/051.png,good,0,0.8121157288551331,0.7588914036750793,0.0344553962349891,1024,1024,0,0.5,0.5
hybrid,cable,66,data/mvtec_ad/cable/test/good/006.png,good,0,0.8116593360900879,0.7476698756217957,0.0293975807726383,1024,1024,0,0.5,0.5
hybrid,cable,24,data/mvtec_ad/cable/test/cable_swap/011.png,cable_swap,1,0.8115813732147217,0.814415454864502,0.0305694416165351,1024,1024,51956,0.5,0.5
hybrid,cable,68,data/mvtec_ad/cable/test/good/008.png,good,0,0.8111225366592407,0.7236871123313904,0.0300100985914468,1024,1024,0,0.5,0.5
hybrid,cable,135,data/mvtec_ad/cable/test/missing_wire/005.png,missing_wire,1,0.8105778694152832,0.829349160194397,0.0280449241399765,1024,1024,18712,0.5,0.5
hybrid,cable,112,data/mvtec_ad/cable/test/good/052.png,good,0,0.8096489906311035,0.7585840225219727,0.0281129796057939,1024,1024,0,0.5,0.5
hybrid,cable,116,data/mvtec_ad/cable/test/good/056.png,good,0,0.8067414164543152,0.7679010033607483,0.0309252310544252,1024,1024,0,0.5,0.5
hybrid,cable,34,data/mvtec_ad/cable/test/combined/009.png,combined,1,0.8035365343093872,0.8380724787712097,0.0309769604355096,1024,1024,92936,0.5,0.5
hybrid,cable,48,data/mvtec_ad/cable/test/cut_inner_insulation/012.png,cut_inner_insulation,1,0.8017066717147827,0.8849671483039856,0.0332690104842186,1024,1024,103750,0.5,0.5
hybrid,cable,100,data/mvtec_ad/cable/test/good/040.png,good,0,0.8003057241439819,0.7555782198905945,0.02803361043334,1024,1024,0,0.5,0.5
hybrid,cable,85,data/mvtec_ad/cable/test/good/025.png,good,0,0.798762321472168,0.6890066862106323,0.0298065487295389,1024,1024,0,0.5,0.5
hybrid,cable,43,data/mvtec_ad/cable/test/cut_inner_insulation/007.png,cut_inner_insulation,1,0.7984461784362793,0.8730744123458862,0.0313112959265708,1024,1024,41070,0.5,0.5
hybrid,cable,17,data/mvtec_ad/cable/test/cable_swap/004.png,cable_swap,1,0.7982598543167114,0.7937020063400269,0.0321818441152572,1024,1024,55036,0.5,0.5
hybrid,cable,124,data/mvtec_ad/cable/test/missing_cable/006.png,missing_cable,1,0.7920098304748535,0.9698530435562134,0.0242939051240682,1024,1024,236776,0.5,0.5
