sample_index,image_path,defect_type,label,image_score,patch_grid_h,patch_grid_w,image_h,image_w,mask_positive_pixels
2,data/mvtec_ad/bottle/test/broken_large/002.png,broken_large,1,0.9354523420333862,32,32,900,900,125835
7,data/mvtec_ad/bottle/test/broken_large/007.png,broken_large,1,0.9318423867225647,32,32,900,900,130952
57,data/mvtec_ad/bottle/test/contamination/015.png,contamination,1,0.9317752122879028,32,32,900,900,33779
23,data/mvtec_ad/bottle/test/broken_small/003.png,broken_small,1,0.9281902313232422,32,32,900,900,65292
15,data/mvtec_ad/bottle/test/broken_large/015.png,broken_large,1,0.925765872001648,32,32,900,900,75659
8,data/mvtec_ad/bottle/test/broken_large/008.png,broken_large,1,0.9257423877716064,32,32,900,900,105614
16,data/mvtec_ad/bottle/test/broken_large/016.png,broken_large,1,0.9243062734603882,32,32,900,900,118913
13,data/mvtec_ad/bottle/test/broken_large/013.png,broken_large,1,0.9207363724708557,32,32,900,900,109290
29,data/mvtec_ad/bottle/test/broken_small/009.png,broken_small,1,0.9162287712097168,32,32,900,900,19096
26,data/mvtec_ad/bottle/test/broken_small/006.png,broken_small,1,0.9112759828567505,32,32,900,900,21797
14,data/mvtec_ad/bottle/test/broken_large/014.png,broken_large,1,0.9049893021583557,32,32,900,900,38206
35,data/mvtec_ad/bottle/test/broken_small/015.png,broken_small,1,0.901928722858429,32,32,900,900,13480
25,data/mvtec_ad/bottle/test/broken_small/005.png,broken_small,1,0.9018698334693909,32,32,900,900,12266
42,data/mvtec_ad/bottle/test/contamination/000.png,contamination,1,0.895004153251648,32,32,900,900,58708
33,data/mvtec_ad/bottle/test/broken_small/013.png,broken_small,1,0.894199550151825,32,32,900,900,26219
9,data/mvtec_ad/bottle/test/broken_large/009.png,broken_large,1,0.8910289406776428,32,32,900,900,70875
52,data/mvtec_ad/bottle/test/contamination/010.png,contamination,1,0.8862518668174744,32,32,900,900,93231
31,data/mvtec_ad/bottle/test/broken_small/011.png,broken_small,1,0.8792984485626221,32,32,900,900,15597
48,data/mvtec_ad/bottle/test/contamination/006.png,contamination,1,0.8788918256759644,32,32,900,900,123943
28,data/mvtec_ad/bottle/test/broken_small/008.png,broken_small,1,0.8724140524864197,32,32,900,900,17311
50,data/mvtec_ad/bottle/test/contamination/008.png,contamination,1,0.8544129133224487,32,32,900,900,133876
27,data/mvtec_ad/bottle/test/broken_small/007.png,broken_small,1,0.8496274948120117,32,32,900,900,17046
34,data/mvtec_ad/bottle/test/broken_small/014.png,broken_small,1,0.8439893126487732,32,32,900,900,14546
51,data/mvtec_ad/bottle/test/contamination/009.png,contamination,1,0.8431865572929382,32,32,900,900,111640
11,data/mvtec_ad/bottle/test/broken_large/011.png,broken_large,1,0.8420647978782654,32,32,900,900,60540
44,data/mvtec_ad/bottle/test/contamination/002.png,contamination,1,0.8334630727767944,32,32,900,900,14913
20,data/mvtec_ad/bottle/test/broken_small/000.png,broken_small,1,0.8171734809875488,32,32,900,900,7166
53,data/mvtec_ad/bottle/test/contamination/011.png,contamination,1,0.8012639284133911,32,32,900,900,120781
61,data/mvtec_ad/bottle/test/contamination/019.png,contamination,1,0.7591549754142761,32,32,900,900,27013
58,data/mvtec_ad/bottle/test/contamination/016.png,contamination,1,0.7578518986701965,32,32,900,900,122515
43,data/mvtec_ad/bottle/test/contamination/001.png,contamination,1,0.7299818992614746,32,32,900,900,58120
46,data/mvtec_ad/bottle/test/contamination/004.png,contamination,1,0.7163624167442322,32,32,900,900,16790
62,data/mvtec_ad/bottle/test/contamination/020.png,contamination,1,0.6955626606941223,32,32,900,900,121385
54,data/mvtec_ad/bottle/test/contamination/012.png,contamination,1,0.6911405324935913,32,32,900,900,122608
45,data/mvtec_ad/bottle/test/contamination/003.png,contamination,1,0.6719725131988525,32,32,900,900,21317
64,data/mvtec_ad/bottle/test/good/001.png,good,0,0.5960012078285217,32,32,900,900,0
79,data/mvtec_ad/bottle/test/good/016.png,good,0,0.5956820845603943,32,32,900,900,0
65,data/mvtec_ad/bottle/test/good/002.png,good,0,0.5840014815330505,32,32,900,900,0
63,data/mvtec_ad/bottle/test/good/000.png,good,0,0.575439989566803,32,32,900,900,0
78,data/mvtec_ad/bottle/test/good/015.png,good,0,0.5748523473739624,32,32,900,900,0
69,data/mvtec_ad/bottle/test/good/006.png,good,0,0.5499996542930603,32,32,900,900,0
67,data/mvtec_ad/bottle/test/good/004.png,good,0,0.5490984916687012,32,32,900,900,0
72,data/mvtec_ad/bottle/test/good/009.png,good,0,0.5273302793502808,32,32,900,900,0
73,data/mvtec_ad/bottle/test/good/010.png,good,0,0.521430253982544,32,32,900,900,0
70,data/mvtec_ad/bottle/test/good/007.png,good,0,0.5204905271530151,32,32,900,900,0
82,data/mvtec_ad/bottle/test/good/019.png,good,0,0.5173164010047913,32,32,900,900,0
81,data/mvtec_ad/bottle/test/good/018.png,good,0,0.4896388053894043,32,32,900,900,0
77,data/mvtec_ad/bottle/test/good/014.png,good,0,0.4879371225833893,32,32,900,900,0
74,data/mvtec_ad/bottle/test/good/011.png,good,0,0.4749886095523834,32,32,900,900,0
76,data/mvtec_ad/bottle/test/good/013.png,good,0,0.47279128432273865,32,32,900,900,0
75,data/mvtec_ad/bottle/test/good/012.png,good,0,0.4716202914714813,32,32,900,900,0
68,data/mvtec_ad/bottle/test/good/005.png,good,0,0.45702576637268066,32,32,900,900,0
80,data/mvtec_ad/bottle/test/good/017.png,good,0,0.45226192474365234,32,32,900,900,0
71,data/mvtec_ad/bottle/test/good/008.png,good,0,0.4472932815551758,32,32,900,900,0
66,data/mvtec_ad/bottle/test/good/003.png,good,0,0.4369339644908905,32,32,900,900,0
