sample_index,image_path,defect_type,label,image_score,patch_grid_h,patch_grid_w,image_h,image_w,mask_positive_pixels
113,data/mvtec_ad/capsule/test/squeeze/001.png,squeeze,1,0.82138592004776,32,32,1000,1000,50215
121,data/mvtec_ad/capsule/test/squeeze/009.png,squeeze,1,0.8207029700279236,32,32,1000,1000,48392
130,data/mvtec_ad/capsule/test/squeeze/018.png,squeeze,1,0.8153442144393921,32,32,1000,1000,11339
120,data/mvtec_ad/capsule/test/squeeze/008.png,squeeze,1,0.8097281455993652,32,32,1000,1000,31191
97,data/mvtec_ad/capsule/test/scratch/008.png,scratch,1,0.8027628064155579,32,32,1000,1000,6350
126,data/mvtec_ad/capsule/test/squeeze/014.png,squeeze,1,0.7995561361312866,32,32,1000,1000,80787
111,data/mvtec_ad/capsule/test/scratch/022.png,scratch,1,0.7971168756484985,32,32,1000,1000,14396
131,data/mvtec_ad/capsule/test/squeeze/019.png,squeeze,1,0.7929081320762634,32,32,1000,1000,9902
105,data/mvtec_ad/capsule/test/scratch/016.png,scratch,1,0.7863209247589111,32,32,1000,1000,5528
125,data/mvtec_ad/capsule/test/squeeze/013.png,squeeze,1,0.7759861946105957,32,32,1000,1000,21950
7,data/mvtec_ad/capsule/test/crack/007.png,crack,1,0.7714421153068542,32,32,1000,1000,4835
122,data/mvtec_ad/capsule/test/squeeze/010.png,squeeze,1,0.770930290222168,32,32,1000,1000,11767
104,data/mvtec_ad/capsule/test/scratch/015.png,scratch,1,0.7582184672355652,32,32,1000,1000,12196
9,data/mvtec_ad/capsule/test/crack/009.png,crack,1,0.7486802935600281,32,32,1000,1000,5359
79,data/mvtec_ad/capsule/test/poke/011.png,poke,1,0.7470062971115112,32,32,1000,1000,2714
117,data/mvtec_ad/capsule/test/squeeze/005.png,squeeze,1,0.7446174025535583,32,32,1000,1000,5820
107,data/mvtec_ad/capsule/test/scratch/018.png,scratch,1,0.7440085411071777,32,32,1000,1000,5811
3,data/mvtec_ad/capsule/test/crack/003.png,crack,1,0.7430875897407532,32,32,1000,1000,3459
6,data/mvtec_ad/capsule/test/crack/006.png,crack,1,0.7412310838699341,32,32,1000,1000,5236
2,data/mvtec_ad/capsule/test/crack/002.png,crack,1,0.7386424541473389,32,32,1000,1000,2118
27,data/mvtec_ad/capsule/test/faulty_imprint/004.png,faulty_imprint,1,0.7258938550949097,32,32,1000,1000,41291
86,data/mvtec_ad/capsule/test/poke/018.png,poke,1,0.7214195728302002,32,32,1000,1000,2276
103,data/mvtec_ad/capsule/test/scratch/014.png,scratch,1,0.7198899388313293,32,32,1000,1000,15261
19,data/mvtec_ad/capsule/test/crack/019.png,crack,1,0.7184479832649231,32,32,1000,1000,2759
116,data/mvtec_ad/capsule/test/squeeze/004.png,squeeze,1,0.7127849459648132,32,32,1000,1000,5830
108,data/mvtec_ad/capsule/test/scratch/019.png,scratch,1,0.7097910642623901,32,32,1000,1000,9149
28,data/mvtec_ad/capsule/test/faulty_imprint/005.png,faulty_imprint,1,0.709440290927887,32,32,1000,1000,39240
84,data/mvtec_ad/capsule/test/poke/016.png,poke,1,0.7087149024009705,32,32,1000,1000,1318
124,data/mvtec_ad/capsule/test/squeeze/012.png,squeeze,1,0.7076193690299988,32,32,1000,1000,64136
69,data/mvtec_ad/capsule/test/poke/001.png,poke,1,0.7020508646965027,32,32,1000,1000,1926
70,data/mvtec_ad/capsule/test/poke/002.png,poke,1,0.7014325261116028,32,32,1000,1000,1577
71,data/mvtec_ad/capsule/test/poke/003.png,poke,1,0.6993850469589233,32,32,1000,1000,1901
20,data/mvtec_ad/capsule/test/crack/020.png,crack,1,0.6970292925834656,32,32,1000,1000,684
109,data/mvtec_ad/capsule/test/scratch/020.png,scratch,1,0.6775062680244446,32,32,1000,1000,5139
83,data/mvtec_ad/capsule/test/poke/015.png,poke,1,0.6772089004516602,32,32,1000,1000,4295
75,data/mvtec_ad/capsule/test/poke/007.png,poke,1,0.6702195405960083,32,32,1000,1000,695
44,data/mvtec_ad/capsule/test/faulty_imprint/021.png,faulty_imprint,1,0.6659030914306641,32,32,1000,1000,3213
99,data/mvtec_ad/capsule/test/scratch/010.png,scratch,1,0.6645805239677429,32,32,1000,1000,7296
80,data/mvtec_ad/capsule/test/poke/012.png,poke,1,0.6544850468635559,32,32,1000,1000,2906
100,data/mvtec_ad/capsule/test/scratch/011.png,scratch,1,0.6543199419975281,32,32,1000,1000,6366
114,data/mvtec_ad/capsule/test/squeeze/002.png,squeeze,1,0.6539539098739624,32,32,1000,1000,1881
43,data/mvtec_ad/capsule/test/faulty_imprint/020.png,faulty_imprint,1,0.6525892019271851,32,32,1000,1000,3458
36,data/mvtec_ad/capsule/test/faulty_imprint/013.png,faulty_imprint,1,0.6498821973800659,32,32,1000,1000,3112
101,data/mvtec_ad/capsule/test/scratch/012.png,scratch,1,0.6477474570274353,32,32,1000,1000,4424
33,data/mvtec_ad/capsule/test/faulty_imprint/010.png,faulty_imprint,1,0.6406452655792236,32,32,1000,1000,2810
73,data/mvtec_ad/capsule/test/poke/005.png,poke,1,0.6388111114501953,32,32,1000,1000,997
85,data/mvtec_ad/capsule/test/poke/017.png,poke,1,0.6379860043525696,32,32,1000,1000,1274
51,data/mvtec_ad/capsule/test/good/006.png,good,0,0.635549008846283,32,32,1000,1000,0
66,data/mvtec_ad/capsule/test/good/021.png,good,0,0.6318151950836182,32,32,1000,1000,0
77,data/mvtec_ad/capsule/test/poke/009.png,poke,1,0.627402126789093,32,32,1000,1000,2253
64,data/mvtec_ad/capsule/test/good/019.png,good,0,0.6250675320625305,32,32,1000,1000,0
96,data/mvtec_ad/capsule/test/scratch/007.png,scratch,1,0.6220918893814087,32,32,1000,1000,5954
34,data/mvtec_ad/capsule/test/faulty_imprint/011.png,faulty_imprint,1,0.6219674944877625,32,32,1000,1000,1417
41,data/mvtec_ad/capsule/test/faulty_imprint/018.png,faulty_imprint,1,0.6184757947921753,32,32,1000,1000,2149
95,data/mvtec_ad/capsule/test/scratch/006.png,scratch,1,0.6178125143051147,32,32,1000,1000,8496
91,data/mvtec_ad/capsule/test/scratch/002.png,scratch,1,0.6167553663253784,32,32,1000,1000,5762
0,data/mvtec_ad/capsule/test/crack/000.png,crack,1,0.6163994669914246,32,32,1000,1000,2494
5,data/mvtec_ad/capsule/test/crack/005.png,crack,1,0.6153230667114258,32,32,1000,1000,4351
26,data/mvtec_ad/capsule/test/faulty_imprint/003.png,faulty_imprint,1,0.6128847599029541,32,32,1000,1000,1992
89,data/mvtec_ad/capsule/test/scratch/000.png,scratch,1,0.6108779907226562,32,32,1000,1000,3260
30,data/mvtec_ad/capsule/test/faulty_imprint/007.png,faulty_imprint,1,0.6086905598640442,32,32,1000,1000,2771
90,data/mvtec_ad/capsule/test/scratch/001.png,scratch,1,0.6085011959075928,32,32,1000,1000,6448
88,data/mvtec_ad/capsule/test/poke/020.png,poke,1,0.6056603193283081,32,32,1000,1000,2743
37,data/mvtec_ad/capsule/test/faulty_imprint/014.png,faulty_imprint,1,0.6052364706993103,32,32,1000,1000,5727
93,data/mvtec_ad/capsule/test/scratch/004.png,scratch,1,0.603600025177002,32,32,1000,1000,10398
31,data/mvtec_ad/capsule/test/faulty_imprint/008.png,faulty_imprint,1,0.6035028100013733,32,32,1000,1000,3014
32,data/mvtec_ad/capsule/test/faulty_imprint/009.png,faulty_imprint,1,0.6006392240524292,32,32,1000,1000,2529
72,data/mvtec_ad/capsule/test/poke/004.png,poke,1,0.6002064347267151,32,32,1000,1000,5226
102,data/mvtec_ad/capsule/test/scratch/013.png,scratch,1,0.5968602895736694,32,32,1000,1000,3090
21,data/mvtec_ad/capsule/test/crack/021.png,crack,1,0.5953951478004456,32,32,1000,1000,371
39,data/mvtec_ad/capsule/test/faulty_imprint/016.png,faulty_imprint,1,0.5840286016464233,32,32,1000,1000,2247
38,data/mvtec_ad/capsule/test/faulty_imprint/015.png,faulty_imprint,1,0.582082986831665,32,32,1000,1000,2001
22,data/mvtec_ad/capsule/test/crack/022.png,crack,1,0.579163134098053,32,32,1000,1000,731
74,data/mvtec_ad/capsule/test/poke/006.png,poke,1,0.5738855004310608,32,32,1000,1000,1607
59,data/mvtec_ad/capsule/test/good/014.png,good,0,0.5720075368881226,32,32,1000,1000,0
23,data/mvtec_ad/capsule/test/faulty_imprint/000.png,faulty_imprint,1,0.5693715214729309,32,32,1000,1000,2672
25,data/mvtec_ad/capsule/test/faulty_imprint/002.png,faulty_imprint,1,0.5691583752632141,32,32,1000,1000,2789
8,data/mvtec_ad/capsule/test/crack/008.png,crack,1,0.5669131278991699,32,32,1000,1000,2750
16,data/mvtec_ad/capsule/test/crack/016.png,crack,1,0.5646175146102905,32,32,1000,1000,1993
87,data/mvtec_ad/capsule/test/poke/019.png,poke,1,0.5576522350311279,32,32,1000,1000,2135
94,data/mvtec_ad/capsule/test/scratch/005.png,scratch,1,0.5571277141571045,32,32,1000,1000,2965
56,data/mvtec_ad/capsule/test/good/011.png,good,0,0.5566924214363098,32,32,1000,1000,0
98,data/mvtec_ad/capsule/test/scratch/009.png,scratch,1,0.5546178817749023,32,32,1000,1000,9587
40,data/mvtec_ad/capsule/test/faulty_imprint/017.png,faulty_imprint,1,0.5542876124382019,32,32,1000,1000,3280
24,data/mvtec_ad/capsule/test/faulty_imprint/001.png,faulty_imprint,1,0.5541076064109802,32,32,1000,1000,2289
92,data/mvtec_ad/capsule/test/scratch/003.png,scratch,1,0.5530044436454773,32,32,1000,1000,8001
29,data/mvtec_ad/capsule/test/faulty_imprint/006.png,faulty_imprint,1,0.552192747592926,32,32,1000,1000,2705
52,data/mvtec_ad/capsule/test/good/007.png,good,0,0.5421188473701477,32,32,1000,1000,0
78,data/mvtec_ad/capsule/test/poke/010.png,poke,1,0.5404698848724365,32,32,1000,1000,1960
49,data/mvtec_ad/capsule/test/good/004.png,good,0,0.5368885397911072,32,32,1000,1000,0
110,data/mvtec_ad/capsule/test/scratch/021.png,scratch,1,0.5274012684822083,32,32,1000,1000,4301
54,data/mvtec_ad/capsule/test/good/009.png,good,0,0.5270466208457947,32,32,1000,1000,0
65,data/mvtec_ad/capsule/test/good/020.png,good,0,0.5180620551109314,32,32,1000,1000,0
45,data/mvtec_ad/capsule/test/good/000.png,good,0,0.5176638960838318,32,32,1000,1000,0
47,data/mvtec_ad/capsule/test/good/002.png,good,0,0.5149248242378235,32,32,1000,1000,0
53,data/mvtec_ad/capsule/test/good/008.png,good,0,0.5128033757209778,32,32,1000,1000,0
63,data/mvtec_ad/capsule/test/good/018.png,good,0,0.5092789530754089,32,32,1000,1000,0
106,data/mvtec_ad/capsule/test/scratch/017.png,scratch,1,0.5079569220542908,32,32,1000,1000,4649
55,data/mvtec_ad/capsule/test/good/010.png,good,0,0.5025413036346436,32,32,1000,1000,0
35,data/mvtec_ad/capsule/test/faulty_imprint/012.png,faulty_imprint,1,0.49827682971954346,32,32,1000,1000,6467
60,data/mvtec_ad/capsule/test/good/015.png,good,0,0.49354371428489685,32,32,1000,1000,0
48,data/mvtec_ad/capsule/test/good/003.png,good,0,0.48794665932655334,32,32,1000,1000,0
42,data/mvtec_ad/capsule/test/faulty_imprint/019.png,faulty_imprint,1,0.47242215275764465,32,32,1000,1000,1627
67,data/mvtec_ad/capsule/test/good/022.png,good,0,0.4648427367210388,32,32,1000,1000,0
58,data/mvtec_ad/capsule/test/good/013.png,good,0,0.46221423149108887,32,32,1000,1000,0
62,data/mvtec_ad/capsule/test/good/017.png,good,0,0.4566246271133423,32,32,1000,1000,0
57,data/mvtec_ad/capsule/test/good/012.png,good,0,0.4501155912876129,32,32,1000,1000,0
61,data/mvtec_ad/capsule/test/good/016.png,good,0,0.4313342273235321,32,32,1000,1000,0
46,data/mvtec_ad/capsule/test/good/001.png,good,0,0.39128392934799194,32,32,1000,1000,0
50,data/mvtec_ad/capsule/test/good/005.png,good,0,0.38720381259918213,32,32,1000,1000,0
