sample_index,image_path,defect_type,label,image_score
98,data/mvtec_ad/capsule/test/scratch/009.png,scratch,1,0.5546178817749023
40,data/mvtec_ad/capsule/test/faulty_imprint/017.png,faulty_imprint,1,0.5542876124382019
24,data/mvtec_ad/capsule/test/faulty_imprint/001.png,faulty_imprint,1,0.5541076064109802
92,data/mvtec_ad/capsule/test/scratch/003.png,scratch,1,0.5530044436454773
29,data/mvtec_ad/capsule/test/faulty_imprint/006.png,faulty_imprint,1,0.552192747592926
52,data/mvtec_ad/capsule/test/good/007.png,good,0,0.5421188473701477
78,data/mvtec_ad/capsule/test/poke/010.png,poke,1,0.5404698848724365
49,data/mvtec_ad/capsule/test/good/004.png,good,0,0.5368885397911072
110,data/mvtec_ad/capsule/test/scratch/021.png,scratch,1,0.5274012684822083
54,data/mvtec_ad/capsule/test/good/009.png,good,0,0.5270466208457947
65,data/mvtec_ad/capsule/test/good/020.png,good,0,0.5180620551109314
45,data/mvtec_ad/capsule/test/good/000.png,good,0,0.5176638960838318
47,data/mvtec_ad/capsule/test/good/002.png,good,0,0.5149248242378235
53,data/mvtec_ad/capsule/test/good/008.png,good,0,0.5128033757209778
63,data/mvtec_ad/capsule/test/good/018.png,good,0,0.5092789530754089
106,data/mvtec_ad/capsule/test/scratch/017.png,scratch,1,0.5079569220542908
55,data/mvtec_ad/capsule/test/good/010.png,good,0,0.5025413036346436
35,data/mvtec_ad/capsule/test/faulty_imprint/012.png,faulty_imprint,1,0.49827682971954346
60,data/mvtec_ad/capsule/test/good/015.png,good,0,0.49354371428489685
48,data/mvtec_ad/capsule/test/good/003.png,good,0,0.48794665932655334
42,data/mvtec_ad/capsule/test/faulty_imprint/019.png,faulty_imprint,1,0.47242215275764465
67,data/mvtec_ad/capsule/test/good/022.png,good,0,0.4648427367210388
58,data/mvtec_ad/capsule/test/good/013.png,good,0,0.46221423149108887
62,data/mvtec_ad/capsule/test/good/017.png,good,0,0.4566246271133423
57,data/mvtec_ad/capsule/test/good/012.png,good,0,0.4501155912876129
61,data/mvtec_ad/capsule/test/good/016.png,good,0,0.4313342273235321
46,data/mvtec_ad/capsule/test/good/001.png,good,0,0.39128392934799194
50,data/mvtec_ad/capsule/test/good/005.png,good,0,0.38720381259918213
